direction_id,route_id,service_id,shape_id,trip_headsign,trip_id,trip_short_name
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305192,無料連絡バス192
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305193,無料連絡バス193
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305194,無料連絡バス194
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305195,無料連絡バス195
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305196,無料連絡バス196
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305197,無料連絡バス197
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305198,無料連絡バス198
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305199,無料連絡バス199
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305200,無料連絡バス200
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305201,無料連絡バス201
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305202,無料連絡バス202
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305203,無料連絡バス203
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305204,無料連絡バス204
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305205,無料連絡バス205
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305206,無料連絡バス206
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305207,無料連絡バス207
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305208,無料連絡バス208
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305209,無料連絡バス209
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305210,無料連絡バス210
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305211,無料連絡バス211
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305212,無料連絡バス212
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305213,無料連絡バス213
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305214,無料連絡バス214
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305215,無料連絡バス215
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305216,無料連絡バス216
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305217,無料連絡バス217
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305218,無料連絡バス218
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305219,無料連絡バス219
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305220,無料連絡バス220
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305221,無料連絡バス221
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305222,無料連絡バス222
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305223,無料連絡バス223
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305224,無料連絡バス224
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305225,無料連絡バス225
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305226,無料連絡バス226
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305227,無料連絡バス227
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305228,無料連絡バス228
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305229,無料連絡バス229
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305230,無料連絡バス230
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305231,無料連絡バス231
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305232,無料連絡バス232
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305233,無料連絡バス233
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305234,無料連絡バス234
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305235,無料連絡バス235
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305236,無料連絡バス236
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305237,無料連絡バス237
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305238,無料連絡バス238
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305239,無料連絡バス239
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305240,無料連絡バス240
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305241,無料連絡バス241
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305242,無料連絡バス242
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305243,無料連絡バス243
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305244,無料連絡バス244
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305245,無料連絡バス245
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305246,無料連絡バス246
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305247,無料連絡バス247
0,CBUS_202305,HNDFSB_202305,,第2ターミナル行き,CBUS_202305248,無料連絡バス248
